日期,段,负载电量kWh,光伏电量kWh,净负荷kWh,负载均值kW,光伏均值kW
2025-04-16,4:00-8:00,17489.1794,5002.7786,12486.4008,4372.2949,1250.6946
2025-04-16,8:00-12:00,25601.0248,26137.5452,-536.5205,6400.2562,6534.3863
2025-04-16,12:00-16:00,24856.8377,26583.2328,-1726.3951,6214.2094,6645.8082
2025-04-16,16:00-20:00,20450.2044,4421.7363,16028.4682,5112.5511,1105.4341
2025-04-16,20:00-24:00,15262.0807,0.0002,15262.0805,3815.5202,0.0000
2025-04-17,0:00-4:00,14165.8052,0.0002,14165.8049,3541.4513,0.0000
2025-04-17,4:00-8:00,17582.8137,5200.4035,12382.4102,4395.7034,1300.1009
2025-04-17,8:00-12:00,25784.4227,28167.7578,-2383.3351,6446.1057,7041.9395
2025-04-17,12:00-16:00,24623.1058,27127.9345,-2504.8287,6155.7765,6781.9836
2025-04-17,16:00-20:00,20517.6031,4122.6040,16394.9991,5129.4008,1030.6510
2025-04-17,20:00-24:00,14813.2921,0.0002,14813.2919,3703.3230,0.0000
2025-04-18,0:00-4:00,10501.0049,0.0002,10501.0047,2625.2512,0.0000
2025-04-18,4:00-8:00,11333.1730,5301.4846,6031.6883,2833.2932,1325.3712
2025-04-18,8:00-12:00,14552.5255,27591.5399,-13039.0144,3638.1314,6897.8850
2025-04-18,12:00-16:00,13974.8839,27691.9250,-13717.0410,3493.7210,6922.9812
2025-04-18,16:00-20:00,11223.4834,4551.1022,6672.3811,2805.8708,1137.7756
2025-04-18,20:00-24:00,9905.0986,0.0002,9905.0984,2476.2747,0.0001
2025-04-19,0:00-4:00,10272.0601,0.0003,10272.0598,2568.0150,0.0001
2025-04-19,4:00-8:00,11419.6747,5112.5089,6307.1658,2854.9187,1278.1272
2025-04-19,8:00-12:00,14533.2532,27163.7738,-12630.5206,3633.3133,6790.9434
2025-04-19,12:00-16:00,14169.1726,28173.0846,-14003.9120,3542.2931,7043.2711
2025-04-19,16:00-20:00,11193.2094,4671.3683,6521.8411,2798.3023,1167.8421
2025-04-19,20:00-24:00,10318.0455,0.0003,10318.0452,2579.5114,0.0001
2025-04-20,0:00-4:00,14019.4975,0.0003,14019.4972,3504.8744,0.0001
2025-04-20,4:00-8:00,17747.5225,5322.1743,12425.3482,4436.8806,1330.5436
2025-04-20,8:00-12:00,25808.8914,28202.1943,-2393.3029,6452.2229,7050.5486
2025-04-20,12:00-16:00,24586.7727,27585.9313,-2999.1586,6146.6932,6896.4828
2025-04-20,16:00-20:00,20080.3491,4129.7710,15950.5781,5020.0873,1032.4428
2025-04-20,20:00-24:00,14954.7831,0.0003,14954.7828,3738.6958,0.0001
2025-04-21,0:00-4:00,14207.3819,0.0003,14207.3816,3551.8455,0.0001
2025-04-21,4:00-8:00,17856.1008,5762.8327,12093.2681,4464.0252,1440.7082
2025-04-21,8:00-12:00,25958.0580,28865.6151,-2907.5571,6489.5145,7216.4038
2025-04-21,12:00-16:00,24748.3739,30288.5812,-5540.2072,6187.0935,7572.1453
2025-04-21,16:00-20:00,20379.4649,5047.6978,15331.7671,5094.8662,1261.9245
2025-04-21,20:00-24:00,15332.2584,0.0004,15332.2580,3833.0646,0.0001
2025-04-22,0:00-4:00,14160.8127,0.0003,14160.8124,3540.2032,0.0001
2025-04-22,4:00-8:00,17413.9936,5160.0647,12253.9289,4353.4984,1290.0162
2025-04-22,8:00-12:00,25882.4883,28864.9309,-2982.4426,6470.6221,7216.2327
2025-04-22,12:00-16:00,24761.3860,26656.9962,-1895.6102,6190.3465,6664.2490
2025-04-22,16:00-20:00,20332.0789,4976.0792,15355.9997,5083.0197,1244.0198
2025-04-22,20:00-24:00,15260.2414,0.0004,15260.2410,3815.0603,0.0001
2025-04-23,0:00-4:00,14331.2979,0.0003,14331.2976,3582.8245,0.0001
2025-04-23,4:00-8:00,17623.8441,5521.8059,12102.0381,4405.9610,1380.4515
2025-04-23,8:00-12:00,25880.5232,28921.1287,-3040.6055,6470.1308,7230.2822
2025-04-23,12:00-16:00,24643.4318,27069.6388,-2426.2070,6160.8579,6767.4097
2025-04-23,16:00-20:00,20417.4579,5118.0239,15299.4339,5104.3645,1279.5060
2025-04-23,20:00-24:00,15133.9599,0.0004,15133.9595,3783.4900,0.0001
2025-04-24,0:00-4:00,14211.3774,0.0003,14211.3771,3552.8443,0.0001
2025-04-24,4:00-8:00,17510.8549,5759.7720,11751.0829,4377.7137,1439.9430
2025-04-24,8:00-12:00,25827.2471,29058.0109,-3230.7638,6456.8118,7264.5027
2025-04-24,12:00-16:00,24497.5669,30552.7735,-6055.2066,6124.3917,7638.1934
2025-04-24,16:00-20:00,20556.8789,5037.1160,15519.7628,5139.2197,1259.2790
2025-04-24,20:00-24:00,14893.8546,0.0003,14893.8543,3723.4636,0.0001
2025-04-25,0:00-4:00,10129.7263,0.0003,10129.7260,2532.4316,0.0001
2025-04-25,4:00-8:00,11419.6018,5753.5923,5666.0094,2854.9004,1438.3981
2025-04-25,8:00-12:00,14362.3331,28895.4593,-14533.1262,3590.5833,7223.8648
2025-04-25,12:00-16:00,14101.2703,29724.5100,-15623.2397,3525.3176,7431.1275
2025-04-25,16:00-20:00,11534.9804,5389.4014,6145.5790,2883.7451,1347.3503
2025-04-25,20:00-24:00,10215.4094,0.0003,10215.4091,2553.8523,0.0001
2025-04-26,0:00-4:00,10276.5866,0.0000,10276.5866,2569.1467,0.0000
2025-04-26,4:00-8:00,11268.7070,6151.5657,5117.1412,2817.1767,1537.8914
2025-04-26,8:00-12:00,14570.0975,32190.7948,-17620.6973,3642.5244,8047.6987
2025-04-26,12:00-16:00,14220.4478,29034.0228,-14813.5751,3555.1119,7258.5057
2025-04-26,16:00-20:00,11301.6862,4654.3474,6647.3388,2825.4215,1163.5868
2025-04-26,20:00-24:00,10463.3992,0.0000,10463.3992,2615.8498,0.0000
2025-04-27,0:00-4:00,14073.1372,0.0000,14073.1372,3518.2843,0.0000
2025-04-27,4:00-8:00,17310.4552,5460.2790,11850.1762,4327.6138,1365.0698
2025-04-27,8:00-12:00,25668.4136,29671.4108,-4002.9972,6417.1034,7417.8527
2025-04-27,12:00-16:00,24502.3961,28880.7941,-4378.3980,6125.5990,7220.1985
2025-04-27,16:00-20:00,20420.2606,4446.5675,15973.6931,5105.0652,1111.6419
2025-04-27,20:00-24:00,15057.8599,0.0000,15057.8599,3764.4650,0.0000
2025-04-28,0:00-4:00,14272.1906,0.0000,14272.1906,3568.0477,0.0000
2025-04-28,4:00-8:00,17305.6793,5809.3268,11496.3525,4326.4198,1452.3317
2025-04-28,8:00-12:00,25789.6339,24735.4156,1054.2183,6447.4085,6183.8539
2025-04-28,12:00-16:00,24766.8913,25689.8687,-922.9774,6191.7228,6422.4672
2025-04-28,16:00-20:00,20274.2899,4680.7221,15593.5678,5068.5725,1170.1805
2025-04-28,20:00-24:00,15128.6156,0.0002,15128.6155,3782.1539,0.0000
2025-04-29,0:00-4:00,14030.4654,0.0003,14030.4650,3507.6163,0.0001
2025-04-29,4:00-8:00,17425.2355,6377.7020,11047.5336,4356.3089,1594.4255
2025-04-29,8:00-12:00,25854.0922,30701.1537,-4847.0615,6463.5231,7675.2884
2025-04-29,12:00-16:00,24637.8688,28275.2880,-3637.4192,6159.4672,7068.8220
2025-04-29,16:00-20:00,20303.9292,4465.4006,15838.5286,5075.9823,1116.3501
2025-04-29,20:00-24:00,15001.1675,0.0004,15001.1671,3750.2919,0.0001
2025-04-30,0:00-4:00,14130.4517,0.0007,14130.4510,3532.6129,0.0002
2025-04-30,4:00-8:00,17414.5567,5943.8155,11470.7412,4353.6392,1485.9539
2025-04-30,8:00-12:00,25906.5558,29339.8684,-3433.3126,6476.6390,7334.9671
2025-04-30,12:00-16:00,24589.2415,28627.3839,-4038.1424,6147.3104,7156.8460
2025-04-30,16:00-20:00,20373.1071,5514.9573,14858.1499,5093.2768,1378.7393
2025-04-30,20:00-24:00,15268.9678,0.0005,15268.9673,3817.2420,0.0001
2025-05-01,0:00-4:00,14263.7437,0.0009,14263.7428,3565.9359,0.0002
2025-05-01,4:00-8:00,17319.6881,5330.7263,11988.9619,4329.9220,1332.6816
2025-05-01,8:00-12:00,25672.4739,29892.7630,-4220.2891,6418.1185,7473.1908
2025-05-01,12:00-16:00,24738.2729,29381.3204,-4643.0475,6184.5682,7345.3301
2025-05-01,16:00-20:00,21865.9608,4748.3936,17117.5671,5466.4902,1187.0984
2025-05-01,20:00-24:00,16504.4444,0.0009,16504.4436,4126.1111,0.0002
2025-05-02,0:00-4:00,10262.2664,0.0007,10262.2658,2565.5666,0.0002
2025-05-02,4:00-8:00,11660.5265,5342.3833,6318.1432,2915.1316,1335.5958
2025-05-02,8:00-12:00,14468.8984,26311.4417,-11842.5433,3617.2246,6577.8604
2025-05-02,12:00-16:00,14171.4257,24535.8695,-10364.4438,3542.8564,6133.9674
2025-05-02,16:00-20:00,12642.9889,4281.0103,8361.9786,3160.7472,1070.2526
2025-05-02,20:00-24:00,11554.9207,0.0011,11554.9196,2888.7302,0.0003
2025-05-03,0:00-4:00,10289.4557,0.0012,10289.4545,2572.3639,0.0003
2025-05-03,4:00-8:00,11338.6408,5664.4101,5674.2307,2834.6602,1416.1025
2025-05-03,8:00-12:00,14522.6810,28989.3666,-14466.6856,3630.6703,7247.3417
2025-05-03,12:00-16:00,14252.5535,26435.7981,-12183.2446,3563.1384,6608.9495
2025-05-03,16:00-20:00,12763.1853,4938.1004,7825.0849,3190.7963,1234.5251
2025-05-03,20:00-24:00,11728.3329,0.0012,11728.3317,2932.0832,0.0003
2025-05-04,0:00-4:00,14235.8622,0.0018,14235.8604,3558.9656,0.0005
2025-05-04,4:00-8:00,17395.3919,6489.5294,10905.8625,4348.8480,1622.3823
2025-05-04,8:00-12:00,25819.5411,29350.7970,-3531.2559,6454.8853,7337.6992
2025-05-04,12:00-16:00,24851.9732,27851.9396,-2999.9663,6212.9933,6962.9849
2025-05-04,16:00-20:00,21833.8747,5243.1477,16590.7270,5458.4687,1310.7869
2025-05-04,20:00-24:00,16533.4411,0.0015,16533.4396,4133.3603,0.0004
2025-05-05,0:00-4:00,14198.4482,0.0017,14198.4465,3549.6121,0.0004
2025-05-05,4:00-8:00,17413.1136,4872.3285,12540.7852,4353.2784,1218.0821
2025-05-05,8:00-12:00,25915.2173,28099.7917,-2184.5745,6478.8043,7024.9479
2025-05-05,12:00-16:00,24935.0595,27731.9780,-2796.9184,6233.7649,6932.9945
2025-05-05,16:00-20:00,21742.8624,4832.0555,16910.8069,5435.7156,1208.0139
2025-05-05,20:00-24:00,16407.4628,0.0017,16407.4611,4101.8657,0.0004
2025-05-06,0:00-4:00,14351.6358,0.0019,14351.6339,3587.9090,0.0005
2025-05-06,4:00-8:00,17703.9029,5404.2727,12299.6302,4425.9757,1351.0682
2025-05-06,8:00-12:00,25795.8081,28323.1305,-2527.3225,6448.9520,7080.7826
2025-05-06,12:00-16:00,24742.9847,29196.7694,-4453.7847,6185.7462,7299.1924
2025-05-06,16:00-20:00,21765.9100,5222.9311,16542.9789,5441.4775,1305.7328
2025-05-06,20:00-24:00,16656.9485,0.0020,16656.9465,4164.2371,0.0005
2025-05-07,0:00-4:00,14340.1368,0.0020,14340.1349,3585.0342,0.0005
2025-05-07,4:00-8:00,17609.6457,5561.8291,12047.8166,4402.4114,1390.4573
2025-05-07,8:00-12:00,25920.8758,28220.2338,-2299.3581,6480.2189,7055.0585
2025-05-07,12:00-16:00,24731.3494,27562.6320,-2831.2825,6182.8374,6890.6580
2025-05-07,16:00-20:00,21910.4106,4747.6704,17162.7402,5477.6026,1186.9176
2025-05-07,20:00-24:00,16647.7967,0.0018,16647.7949,4161.9492,0.0004
2025-05-08,0:00-4:00,14242.9551,0.0028,14242.9523,3560.7388,0.0007
2025-05-08,4:00-8:00,17379.1732,5925.6065,11453.5667,4344.7933,1481.4016
2025-05-08,8:00-12:00,25802.9410,27416.9842,-1614.0432,6450.7352,6854.2460
2025-05-08,12:00-16:00,24858.8969,25712.2171,-853.3202,6214.7242,6428.0543
2025-05-08,16:00-20:00,21610.6368,5564.1521,16046.4848,5402.6592,1391.0380
2025-05-08,20:00-24:00,16550.8744,0.0023,16550.8720,4137.7186,0.0006
2025-05-09,0:00-4:00,10503.1321,0.0027,10503.1294,2625.7830,0.0007
2025-05-09,4:00-8:00,11198.1807,5346.1904,5851.9903,2799.5452,1336.5476
2025-05-09,8:00-12:00,14553.3465,27151.8942,-12598.5477,3638.3366,6787.9736
2025-05-09,12:00-16:00,14162.7195,28128.3224,-13965.6029,3540.6799,7032.0806
2025-05-09,16:00-20:00,12616.5271,5128.0271,7488.4999,3154.1318,1282.0068
2025-05-09,20:00-24:00,11219.9196,0.0028,11219.9168,2804.9799,0.0007
2025-05-10,0:00-4:00,10118.5779,0.0037,10118.5742,2529.6445,0.0009
2025-05-10,4:00-8:00,11517.1462,5570.8830,5946.2632,2879.2866,1392.7207
2025-05-10,8:00-12:00,14302.5084,26153.8830,-11851.3746,3575.6271,6538.4707
2025-05-10,12:00-16:00,14113.9654,25688.2175,-11574.2521,3528.4914,6422.0544
2025-05-10,16:00-20:00,12660.4140,5113.9515,7546.4626,3165.1035,1278.4879
2025-05-10,20:00-24:00,11935.3751,0.0032,11935.3719,2983.8438,0.0008
2025-05-11,0:00-4:00,14353.3171,0.0039,14353.3132,3588.3293,0.0010
2025-05-11,4:00-8:00,17493.1589,6176.8267,11316.3322,4373.2897,1544.2067
2025-05-11,8:00-12:00,25606.3128,26667.3520,-1061.0391,6401.5782,6666.8380
2025-05-11,12:00-16:00,24791.5165,26745.8672,-1954.3507,6197.8791,6686.4668
2025-05-11,16:00-20:00,22074.4154,5668.9575,16405.4579,5518.6038,1417.2394
2025-05-11,20:00-24:00,16424.3697,0.0041,16424.3656,4106.0924,0.0010
2025-05-12,0:00-4:00,14336.3651,0.0034,14336.3617,3584.0913,0.0008
2025-05-12,4:00-8:00,17515.8637,7016.1416,10499.7221,4378.9659,1754.0354
2025-05-12,8:00-12:00,25918.9686,29641.3040,-3722.3354,6479.7421,7410.3260
2025-05-12,12:00-16:00,24681.5201,26763.1260,-2081.6059,6170.3800,6690.7815
2025-05-12,16:00-20:00,21867.9142,5096.8305,16771.0836,5466.9785,1274.2076
2025-05-12,20:00-24:00,16127.9719,0.0029,16127.9691,4031.9930,0.0007
2025-05-13,0:00-4:00,14011.8202,0.0031,14011.8171,3502.9550,0.0008
2025-05-13,4:00-8:00,17581.4191,6314.2488,11267.1702,4395.3548,1578.5622
2025-05-13,8:00-12:00,25942.1559,27446.5969,-1504.4411,6485.5390,6861.6492
2025-05-13,12:00-16:00,24682.0984,27658.5805,-2976.4821,6170.5246,6914.6451
2025-05-13,16:00-20:00,21883.7795,5720.9867,16162.7928,5470.9449,1430.2467
2025-05-13,20:00-24:00,16168.3585,0.0027,16168.3558,4042.0896,0.0007
2025-05-14,0:00-4:00,14168.2427,0.0019,14168.2408,3542.0607,0.0005
2025-05-14,4:00-8:00,17460.1127,5915.4092,11544.7035,4365.0282,1478.8523
2025-05-14,8:00-12:00,25830.6675,28061.3458,-2230.6783,6457.6669,7015.3364
2025-05-14,12:00-16:00,24839.0152,28041.9529,-3202.9377,6209.7538,7010.4882
2025-05-14,16:00-20:00,21791.9701,5559.1447,16232.8254,5447.9925,1389.7862
2025-05-14,20:00-24:00,16501.9971,0.0020,16501.9951,4125.4993,0.0005
2025-05-15,0:00-4:00,14138.6126,0.0013,14138.6112,3534.6531,0.0003
2025-05-15,4:00-8:00,17406.4063,5688.5171,11717.8892,4351.6016,1422.1293
2025-05-15,8:00-12:00,25631.1993,29178.5039,-3547.3046,6407.7998,7294.6260
2025-05-15,12:00-16:00,24711.5760,26808.0607,-2096.4848,6177.8940,6702.0152
2025-05-15,16:00-20:00,21526.4964,5158.1669,16368.3295,5381.6241,1289.5417
2025-05-15,20:00-24:00,16184.0193,0.0016,16184.0177,4046.0048,0.0004
2025-05-16,0:00-4:00,10321.1042,0.0013,10321.1029,2580.2761,0.0003
2025-05-16,4:00-8:00,11361.3729,6636.5091,4724.8639,2840.3432,1659.1273
2025-05-16,8:00-12:00,14656.3630,30742.9827,-16086.6197,3664.0908,7685.7457
2025-05-16,12:00-16:00,14022.8141,28720.6030,-14697.7889,3505.7035,7180.1507
2025-05-16,16:00-20:00,12489.3720,5865.7413,6623.6307,3122.3430,1466.4353
2025-05-16,20:00-24:00,11830.3185,0.0009,11830.3176,2957.5796,0.0002
2025-05-17,0:00-4:00,10400.0168,0.0005,10400.0163,2600.0042,0.0001
2025-05-17,4:00-8:00,11441.4463,6875.1810,4566.2653,2860.3616,1718.7953
2025-05-17,8:00-12:00,14501.6946,27363.0660,-12861.3714,3625.4237,6840.7665
2025-05-17,12:00-16:00,14136.0050,25243.3381,-11107.3331,3534.0013,6310.8345
2025-05-17,16:00-20:00,12863.8404,5344.1452,7519.6953,3215.9601,1336.0363
2025-05-17,20:00-24:00,11931.5272,0.0005,11931.5267,2982.8818,0.0001
2025-05-18,0:00-4:00,14541.4260,0.0000,14541.4260,3635.3565,0.0000
2025-05-18,4:00-8:00,17723.4498,6153.5771,11569.8727,4430.8625,1538.3943
2025-05-18,8:00-12:00,25810.5438,28246.1363,-2435.5926,6452.6359,7061.5341
2025-05-18,12:00-16:00,24677.3701,26575.3191,-1897.9490,6169.3425,6643.8298
2025-05-18,16:00-20:00,21499.9153,6035.8362,15464.0792,5374.9788,1508.9590
2025-05-18,20:00-24:00,16434.3320,0.0002,16434.3318,4108.5830,0.0000
2025-05-19,0:00-4:00,14196.9110,0.0004,14196.9106,3549.2278,0.0001
2025-05-19,4:00-8:00,17321.9732,6402.6335,10919.3398,4330.4933,1600.6584
2025-05-19,8:00-12:00,25705.6561,29646.6686,-3941.0125,6426.4140,7411.6672
2025-05-19,12:00-16:00,24856.0503,30614.4167,-5758.3664,6214.0126,7653.6042
2025-05-19,16:00-20:00,21511.1557,5893.4519,15617.7038,5377.7889,1473.3630
2025-05-19,20:00-24:00,16480.6416,0.0003,16480.6413,4120.1604,0.0001
2025-05-20,0:00-4:00,14173.1620,0.0007,14173.1613,3543.2905,0.0002
2025-05-20,4:00-8:00,17304.4950,6347.2393,10957.2557,4326.1238,1586.8098
2025-05-20,8:00-12:00,25864.5201,28569.3679,-2704.8478,6466.1300,7142.3420
2025-05-20,12:00-16:00,24841.5484,25160.1744,-318.6260,6210.3871,6290.0436
2025-05-20,16:00-20:00,21737.1124,5833.3999,15903.7125,5434.2781,1458.3500
2025-05-20,20:00-24:00,16516.7398,0.0006,16516.7392,4129.1849,0.0002
2025-05-21,0:00-4:00,14139.3465,0.0007,14139.3458,3534.8366,0.0002
2025-05-21,4:00-8:00,17424.4654,7047.5630,10376.9024,4356.1164,1761.8908
2025-05-21,8:00-12:00,25754.0102,28053.6601,-2299.6499,6438.5025,7013.4150
2025-05-21,12:00-16:00,24705.3564,28380.5207,-3675.1642,6176.3391,7095.1302
2025-05-21,16:00-20:00,21620.5883,5438.6908,16181.8976,5405.1471,1359.6727
2025-05-21,20:00-24:00,16639.2844,0.0007,16639.2837,4159.8211,0.0002
2025-05-22,0:00-4:00,14122.8754,0.0009,14122.8745,3530.7188,0.0002
2025-05-22,4:00-8:00,17464.4643,6687.9892,10776.4750,4366.1161,1671.9973
2025-05-22,8:00-12:00,25874.5187,28964.0490,-3089.5303,6468.6297,7241.0122
2025-05-22,12:00-16:00,24767.8493,27863.2272,-3095.3780,6191.9623,6965.8068
2025-05-22,16:00-20:00,21557.1155,5397.7819,16159.3336,5389.2789,1349.4455
2025-05-22,20:00-24:00,15942.8569,0.0010,15942.8559,3985.7142,0.0002
2025-05-23,0:00-4:00,10505.4135,0.0011,10505.4123,2626.3534,0.0003
2025-05-23,4:00-8:00,11498.7853,6814.7923,4683.9929,2874.6963,1703.6981
2025-05-23,8:00-12:00,14700.4269,29599.3827,-14898.9558,3675.1067,7399.8457
2025-05-23,12:00-16:00,14253.6329,26578.2789,-12324.6460,3563.4082,6644.5697
2025-05-23,16:00-20:00,12668.8242,5569.9790,7098.8452,3167.2061,1392.4948
2025-05-23,20:00-24:00,11356.3016,0.0014,11356.3002,2839.0754,0.0004
2025-05-24,0:00-4:00,10514.6073,0.0017,10514.6056,2628.6518,0.0004
2025-05-24,4:00-8:00,11268.4343,6635.4000,4633.0343,2817.1086,1658.8500
2025-05-24,8:00-12:00,14571.4082,29505.5433,-14934.1351,3642.8520,7376.3858
2025-05-24,12:00-16:00,14060.7298,28580.8131,-14520.0833,3515.1825,7145.2033
2025-05-24,16:00-20:00,12457.6996,6217.5570,6240.1426,3114.4249,1554.3892
2025-05-24,20:00-24:00,11820.9386,0.0014,11820.9371,2955.2346,0.0004
2025-05-25,0:00-4:00,14147.8116,0.0018,14147.8099,3536.9529,0.0004
2025-05-25,4:00-8:00,17576.4093,6999.7753,10576.6340,4394.1023,1749.9438
2025-05-25,8:00-12:00,25956.4556,30070.7860,-4114.3304,6489.1139,7517.6965
2025-05-25,12:00-16:00,24528.6561,28914.9605,-4386.3044,6132.1640,7228.7401
2025-05-25,16:00-20:00,21725.1440,5789.3423,15935.8017,5431.2860,1447.3356
2025-05-25,20:00-24:00,16385.4010,0.0016,16385.3994,4096.3503,0.0004
2025-05-26,0:00-4:00,13921.8800,0.0020,13921.8780,3480.4700,0.0005
2025-05-26,4:00-8:00,17458.0363,6116.3728,11341.6636,4364.5091,1529.0932
2025-05-26,8:00-12:00,25641.3660,25935.8551,-294.4891,6410.3415,6483.9638
2025-05-26,12:00-16:00,24459.1079,27103.9570,-2644.8491,6114.7770,6775.9892
2025-05-26,16:00-20:00,21664.2426,5671.9476,15992.2949,5416.0606,1417.9869
2025-05-26,20:00-24:00,16263.3366,0.0019,16263.3346,4065.8341,0.0005
2025-05-27,0:00-4:00,14217.0103,0.0021,14217.0082,3554.2526,0.0005
2025-05-27,4:00-8:00,17414.6982,6937.9272,10476.7710,4353.6745,1734.4818
2025-05-27,8:00-12:00,25855.3406,29193.9567,-3338.6161,6463.8351,7298.4892
2025-05-27,12:00-16:00,24599.8204,28533.8612,-3934.0408,6149.9551,7133.4653
2025-05-27,16:00-20:00,21474.1505,5990.7108,15483.4397,5368.5376,1497.6777
2025-05-27,20:00-24:00,16485.8073,0.0020,16485.8052,4121.4518,0.0005
2025-05-28,0:00-4:00,14287.5859,0.0022,14287.5837,3571.8965,0.0005
2025-05-28,4:00-8:00,17367.2535,6110.5709,11256.6825,4341.8134,1527.6427
2025-05-28,8:00-12:00,25812.7781,26431.4602,-618.6822,6453.1945,6607.8651
2025-05-28,12:00-16:00,24495.5616,29393.1689,-4897.6073,6123.8904,7348.2922
2025-05-28,16:00-20:00,21613.5610,5712.8186,15900.7423,5403.3902,1428.2047
2025-05-28,20:00-24:00,16345.1073,0.0022,16345.1050,4086.2768,0.0006
2025-05-29,0:00-4:00,14265.7663,0.0025,14265.7637,3566.4416,0.0006
2025-05-29,4:00-8:00,17524.1937,5951.5446,11572.6491,4381.0484,1487.8861
2025-05-29,8:00-12:00,25735.8771,26258.5150,-522.6379,6433.9693,6564.6288
2025-05-29,12:00-16:00,24848.6568,28423.9885,-3575.3317,6212.1642,7105.9971
2025-05-29,16:00-20:00,22088.0930,5695.1372,16392.9558,5522.0232,1423.7843
2025-05-29,20:00-24:00,15976.7274,0.0029,15976.7245,3994.1819,0.0007
2025-05-30,0:00-4:00,10353.1244,0.0033,10353.1211,2588.2811,0.0008
2025-05-30,4:00-8:00,11293.6498,6382.0073,4911.6426,2823.4125,1595.5018
2025-05-30,8:00-12:00,14685.7098,29114.6474,-14428.9375,3671.4275,7278.6618
2025-05-30,12:00-16:00,14401.4791,27438.3263,-13036.8471,3600.3698,6859.5816
2025-05-30,16:00-20:00,12524.1448,5081.0042,7443.1406,3131.0362,1270.2511
2025-05-30,20:00-24:00,11354.1165,0.0028,11354.1137,2838.5291,0.0007
2025-05-31,0:00-4:00,10504.8039,0.0034,10504.8005,2626.2010,0.0008
2025-05-31,4:00-8:00,11447.0283,6317.8496,5129.1787,2861.7571,1579.4624
2025-05-31,8:00-12:00,14502.3300,27405.2121,-12902.8821,3625.5825,6851.3030
2025-05-31,12:00-16:00,14267.3639,26710.2095,-12442.8456,3566.8410,6677.5524
2025-05-31,16:00-20:00,12449.6887,5955.8731,6493.8156,3112.4222,1488.9683
2025-05-31,20:00-24:00,11607.1178,0.0033,11607.1144,2901.7794,0.0008
2025-06-01,0:00-4:00,15801.5424,0.0030,15801.5394,3950.3856,0.0008
2025-06-01,4:00-8:00,17584.7360,6319.1762,11265.5598,4396.1840,1579.7941
2025-06-01,8:00-12:00,26190.1251,22161.5202,4028.6050,6547.5313,5540.3800
2025-06-01,12:00-16:00,26049.0296,23511.4994,2537.5302,6512.2574,5877.8748
2025-06-01,16:00-20:00,23827.5745,5031.5320,18796.0425,5956.8936,1257.8830
2025-06-01,20:00-24:00,18795.5525,0.0030,18795.5495,4698.8881,0.0007
2025-06-02,0:00-4:00,15604.8360,0.0018,15604.8342,3901.2090,0.0005
2025-06-02,4:00-8:00,17624.9683,5522.9322,12102.0362,4406.2421,1380.7330
2025-06-02,8:00-12:00,26024.9796,26585.8169,-560.8374,6506.2449,6646.4542
2025-06-02,12:00-16:00,26141.1375,22853.0323,3288.1052,6535.2844,5713.2581
2025-06-02,16:00-20:00,24020.2417,4477.9441,19542.2976,6005.0604,1119.4860
2025-06-02,20:00-24:00,18664.3739,0.0022,18664.3717,4666.0935,0.0006
2025-06-03,0:00-4:00,15659.8193,0.0022,15659.8171,3914.9548,0.0006
2025-06-03,4:00-8:00,17618.0427,5540.4871,12077.5556,4404.5107,1385.1218
2025-06-03,8:00-12:00,25947.2440,23709.7406,2237.5033,6486.8110,5927.4352
2025-06-03,12:00-16:00,26171.2294,25413.6444,757.5849,6542.8073,6353.4111
2025-06-03,16:00-20:00,24139.2110,5220.5968,18918.6142,6034.8028,1305.1492
2025-06-03,20:00-24:00,18541.2941,0.0026,18541.2916,4635.3235,0.0006
2025-06-04,0:00-4:00,15964.2632,0.0030,15964.2602,3991.0658,0.0008
2025-06-04,4:00-8:00,17917.0461,5778.4057,12138.6404,4479.2615,1444.6014
2025-06-04,8:00-12:00,26044.0642,24974.0817,1069.9824,6511.0160,6243.5204
2025-06-04,12:00-16:00,26177.1324,22955.5116,3221.6208,6544.2831,5738.8779
2025-06-04,16:00-20:00,23678.4972,5186.5774,18491.9198,5919.6243,1296.6444
2025-06-04,20:00-24:00,18758.8404,0.0033,18758.8371,4689.7101,0.0008
2025-06-05,0:00-4:00,15912.5888,0.0031,15912.5857,3978.1472,0.0008
2025-06-05,4:00-8:00,17790.0578,5153.4212,12636.6365,4447.5144,1288.3553
2025-06-05,8:00-12:00,26009.2806,24181.1175,1828.1630,6502.3201,6045.2794
2025-06-05,12:00-16:00,26144.2536,22683.3233,3460.9303,6536.0634,5670.8308
2025-06-05,16:00-20:00,24003.1236,5288.7342,18714.3894,6000.7809,1322.1835
2025-06-05,20:00-24:00,18596.6163,0.0033,18596.6129,4649.1541,0.0008
2025-06-06,0:00-4:00,11887.0426,0.0028,11887.0397,2971.7606,0.0007
2025-06-06,4:00-8:00,11553.6725,5230.7486,6322.9239,2888.4181,1307.6871
2025-06-06,8:00-12:00,14462.7340,22685.4667,-8222.7326,3615.6835,5671.3667
2025-06-06,12:00-16:00,15995.9195,19803.1421,-3807.2226,3998.9799,4950.7855
2025-06-06,16:00-20:00,15182.6095,4173.0562,11009.5534,3795.6524,1043.2640
2025-06-06,20:00-24:00,13665.4368,0.0032,13665.4336,3416.3592,0.0008
2025-06-07,0:00-4:00,11788.2312,0.0031,11788.2282,2947.0578,0.0008
